,uniq_id,product_url,product_name,product_category_tree,pid,retail_price,discounted_price,image,description,product_rating,overall_rating,brand,product_specifications
499,51859c73c20ed8abf623483c14ec7764,http://www.flipkart.com/allen-solly-girl-s-gathered-dress/p/itmeczjbff9uyrdr?pid=DREECZJEGFFEWCW4,Allen Solly Girl's Gathered Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Allen Solly Dresses""]",DREECZJEGFFEWCW4,1599,1119,"[""http://img6a.flixcart.com/image/dress/b/h/d/144-132-akgdr315016-allen-solly-11-12-years-1000x1000-imaeaw4frhctyhjh.jpeg"", ""http://img5a.flixcart.com/image/dress/b/h/d/144-132-akgdr315016-allen-solly-11-12-years-original-imaeaw4frhctyhjh.jpeg"", ""http://img6a.flixcart.com/image/dress/b/h/d/144-132-akgdr315016-allen-solly-11-12-years-original-imaeaw4fz6gysqds.jpeg""]",Allen Solly Girl's Gathered Dress - Buy Blue Allen Solly Girl's Gathered Dress For Only Rs. 1599 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Girl's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Type"", ""value""=>""Gathered""}, {""key""=>""Fabric"", ""value""=>""50% Acrylic, 25% Nylon, 25% Wool""}, {""key""=>""Length"", ""value""=>""Mini/Short""}]}"
501,2ad80021d1c17fbfc75984f47ed2b5a7,http://www.flipkart.com/allen-solly-girl-s-a-line-dress/p/itmeczjczkyzxqfs?pid=DREECZJC3XBKGDZT,Allen Solly Girl's A-line Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Allen Solly Dresses""]",DREECZJC3XBKGDZT,1999,1399,"[""http://img6a.flixcart.com/image/dress/f/y/z/204-192-akgdr515041-allen-solly-1000x1000-imaectyrx7tgtsbh.jpeg"", ""http://img6a.flixcart.com/image/dress/f/y/z/204-192-akgdr515041-allen-solly-original-imaectyrx7tgtsbh.jpeg"", ""http://img6a.flixcart.com/image/dress/f/y/z/204-192-akgdr515041-allen-solly-original-imaectyrqdghzsqe.jpeg""]",Allen Solly Girl's A-line Dress - Buy Dark Blue Allen Solly Girl's A-line Dress For Only Rs. 1999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Girl's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Type"", ""value""=>""A-line""}, {""key""=>""Fabric"", ""value""=>""50% Acrylic, 25% Nylon, 25% Wool""}, {""key""=>""Length"", ""value""=>""Mini/Short""}]}"
502,2c12677bc5bda5cabd17dc5a4e8eec07,http://www.flipkart.com/allen-solly-girl-s-gathered-dress/p/itmeczjchtkgghab?pid=DREECZJEPZNGBSFZ,Allen Solly Girl's Gathered Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Allen Solly Dresses""]",DREECZJEPZNGBSFZ,1699,1189,"[""http://img5a.flixcart.com/image/dress/m/c/a/168-156-akgdr315028-allen-solly-13-14-years-1000x1000-imaeaw4fkugkrer4.jpeg"", ""http://img5a.flixcart.com/image/dress/m/c/a/168-156-akgdr315028-allen-solly-13-14-years-original-imaeaw4fkugkrer4.jpeg"", ""http://img5a.flixcart.com/image/dress/m/c/a/168-156-akgdr315028-allen-solly-13-14-years-original-imaeaw4f6fq98jq5.jpeg""]",Allen Solly Girl's Gathered Dress - Buy Yellow Allen Solly Girl's Gathered Dress For Only Rs. 1699 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Girl's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Type"", ""value""=>""Gathered""}, {""key""=>""Fabric"", ""value""=>""50% Acrylic, 25% Nylon, 25% Wool""}, {""key""=>""Length"", ""value""=>""Mini/Short""}]}"
503,1c17d0a861c28440fb7589e975a2ad02,http://www.flipkart.com/allen-solly-girl-s-shift-dress/p/itmeczjchvnup2bz?pid=DREECZJBH8KGCZHT,Allen Solly Girl's Shift Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Allen Solly Dresses""]",DREECZJBH8KGCZHT,2099,1469,"[""http://img5a.flixcart.com/image/dress/q/y/z/180-168-akgdr315067-allen-solly-original-imaectyryxdy8gmy.jpeg"", ""http://img6a.flixcart.com/image/dress/q/y/z/180-168-akgdr315067-allen-solly-original-imaectyryxdy8gmy.jpeg"", ""http://img5a.flixcart.com/image/dress/q/y/z/180-168-akgdr315067-allen-solly-original-imaectyref7rgg4y.jpeg""]",Allen Solly Girl's Shift Dress - Buy White Allen Solly Girl's Shift Dress For Only Rs. 2099 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Girl's""}, {""key""=>""Occasion"", ""value""=>""Party""}, {""key""=>""Type"", ""value""=>""Shift""}, {""key""=>""Fabric"", ""value""=>""50% Acrylic, 25% Nylon, 25% Wool""}, {""key""=>""Length"", ""value""=>""Mini/Short""}]}"
504,28a29c4d8ec250920e3faf8f95ae9f2b,http://www.flipkart.com/petals-girl-s-gathered-dress/p/itmecsv9tepheefh?pid=DREECUDTWZ3HEYJC,Petals Girl's Gathered Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Petals Dresses""]",DREECUDTWZ3HEYJC,1685,1685,"[""http://img6a.flixcart.com/image/dress/p/f/r/84-72-7515851-petals-6-7-years-original-imaecruppyceucds.jpeg"", ""http://img5a.flixcart.com/image/dress/p/f/r/84-72-7515851-petals-6-7-years-original-imaecruppyceucds.jpeg"", ""http://img5a.flixcart.com/image/dress/p/f/r/84-72-7515851-petals-6-7-years-original-imaecrupsm6hxgdz.jpeg"", ""http://img5a.flixcart.com/image/dress/k/q/a/48-36-7515851-petals-3-4-years-original-imaecruuuzbjexyg.jpeg""]","Petals Girl's Gathered Dress
                         Price: Rs. 1,685
				
			Multilayered heavy woollen maroon and black elegant dress with multicolored flower print at the front with a satin belt.
Multilayered heavy woollen maroon and black elegant dress with multicolored flower print at the front with a satin belt.",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Length"", ""value""=>""Mini/Short""}, {""key""=>""Occasion"", ""value""=>""Party""}, {""key""=>""Ideal For"", ""value""=>""Girl's""}, {""key""=>""Fabric"", ""value""=>""Blended""}, {""key""=>""Type"", ""value""=>""Gathered""}]}"
505,28a6c1189460dcc6962468eb01af6272,http://www.flipkart.com/allen-solly-girl-s-layered-dress/p/itmeczjc8dvmuggf?pid=DREECZJBZUXVDCGH,Allen Solly Girl's Layered Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Allen Solly Dresses""]",DREECZJBZUXVDCGH,1299,909,"[""http://img6a.flixcart.com/image/dress/y/r/9/180-168-akgdr315032-allen-solly-1000x1000-imaeaw4fdguu6yfn.jpeg"", ""http://img5a.flixcart.com/image/dress/y/r/9/180-168-akgdr315032-allen-solly-original-imaeaw4fdguu6yfn.jpeg"", ""http://img5a.flixcart.com/image/dress/y/r/9/180-168-akgdr315032-allen-solly-original-imaeaw4fckfpzwag.jpeg""]",Allen Solly Girl's Layered Dress - Buy Yellow Allen Solly Girl's Layered Dress For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Girl's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Type"", ""value""=>""Layered""}, {""key""=>""Fabric"", ""value""=>""50% Acrylic, 25% Nylon, 25% Wool""}, {""key""=>""Length"", ""value""=>""Mini/Short""}]}"
507,7050697f8923bb5c5d1c799a9c4eab96,http://www.flipkart.com/absurd-full-sleeve-solid-men-s-sweatshirt/p/itme55bvqhzbjb4n?pid=SWSE55BVG4GYJDSU,Absurd Full Sleeve Solid Men's Sweatshirt,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweatshirts >> Absurd Sweatshirts""]",SWSE55BVG4GYJDSU,1375,1095,"[""http://img6a.flixcart.com/image/sweatshirt/d/s/u/abms14-115-royal-absurd-l-original-imae4zh8bg5wyrhc.jpeg"", ""http://img5a.flixcart.com/image/sweatshirt/d/s/u/abms14-115-royal-absurd-l-original-imae4zh8bg5wyrhc.jpeg"", ""http://img5a.flixcart.com/image/sweatshirt/d/s/u/abms14-115-royal-absurd-l-original-imae4zh8hpfaugs2.jpeg"", ""http://img5a.flixcart.com/image/sweatshirt/d/s/u/abms14-115-royal-absurd-xxl-original-imae4zh8pfpezteg.jpeg"", ""http://img6a.flixcart.com/image/sweatshirt/d/s/u/abms14-115-royal-absurd-xl-original-imae4zh9ha8uqtpx.jpeg"", ""http://img5a.flixcart.com/image/sweatshirt/f/t/y/abms14-115-royal-absurd-m-original-imae4zh9ggz2gbgq.jpeg""]",Absurd Full Sleeve Solid Men's Sweatshirt - Buy Royal Absurd Full Sleeve Solid Men's Sweatshirt For Only Rs. 1375 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Fabric"", ""value""=>""Polyester, Cotton""}, {""key""=>""Reversible"", ""value""=>""No""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Style Code"", ""value""=>""ABMS14-115-ROYAL""}]}"
508,e6f89637a64f732f4c64e9afa7708733,http://www.flipkart.com/escocer-women-s-leggings/p/itme9yjh6ycq8p62?pid=LJGE9YJHTJZCQ5VP,Escocer Women's Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Escocer Leggings & Jeggings""]",LJGE9YJHTJZCQ5VP,2394,788,"[""http://img6a.flixcart.com/image/legging-jegging/s/9/g/1-1-leg24-escocer-xxl-original-imae9xheujjea8nf.jpeg"", ""http://img5a.flixcart.com/image/legging-jegging/e/b/v/1-1-leg117-escocer-l-original-imae9xhekwt9vqr6.jpeg"", ""http://img5a.flixcart.com/image/legging-jegging/f/2/b/1-1-leg23-escocer-m-original-imae9xhewwdhhtfs.jpeg"", ""http://img6a.flixcart.com/image/legging-jegging/j/w/k/1-1-leg61-escocer-l-original-imae9xhergh23wfn.jpeg""]","Escocer Women's Leggings (Pack of 6)
                         Price: Rs. 788
				
			Product color may slightly vary due to photographic lighting sources or your monitor settings.This Is Cotton Lycra Leggings, The Colours Are Rich Colours. We Controlled Shrinkage, Colour Fastness & Spirality's. Its We Use - 5% Elastane, 95% Cotton To Make a Fabric - This Leggings Give U Soft And Comfort Feel In The Time of Wearing. ::::::::::Escocer White Cotton Leggings
Product color may slightly vary due to photographic lighting sources or your monitor settings.This Is Cotton Lycra Leggings, The Colours Are Rich Colours. We Controlled Shrinkage, Colour Fastness & Spirality's. Its We Use - 5% Elastane, 95% Cotton To Make a Fabric - This Leggings Give U Soft And Comfort Feel In The Time of Wearing. ::::::::::Escocer White Cotton Leggings",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Formal""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Type"", ""value""=>""Leggings""}, {""key""=>""Fabric"", ""value""=>""Cotton Lycra""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 6""}, {""key""=>""Other Features"", ""value""=>""Escocer Pack of 6 Blue Cotton Legging""}]}"
509,6dd6559c189df1299495e5ac605c08b6,http://www.flipkart.com/absurd-full-sleeve-solid-men-s-reversible-sweatshirt/p/itmea8fhetsrv6kv?pid=SWSEA8FHKGKZ8YFT,Absurd Full Sleeve Solid Men's Reversible Sweatshirt,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweatshirts >> Absurd Sweatshirts""]",SWSEA8FHKGKZ8YFT,1799,1650,"[""http://img5a.flixcart.com/image/sweatshirt/m/f/h/abms14-151-anthra-absurd-l-original-imae96vkpyxn2q6c.jpeg"", ""http://img5a.flixcart.com/image/sweatshirt/m/f/h/abms14-151-anthra-absurd-xxl-original-imae96vkfnqzbwkk.jpeg"", ""http://img5a.flixcart.com/image/sweatshirt/m/f/h/abms14-151-anthra-absurd-l-original-imae96vhxrygrh4y.jpeg"", ""http://img6a.flixcart.com/image/sweatshirt/m/f/h/abms14-151-anthra-absurd-l-original-imae96xnfxhvc4ju.jpeg"", ""http://img5a.flixcart.com/image/sweatshirt/m/f/h/abms14-151-anthra-absurd-xxl-original-imae96xntdpkhccv.jpeg""]",Absurd Full Sleeve Solid Men's Reversible Sweatshirt - Buy Anthra Absurd Full Sleeve Solid Men's Reversible Sweatshirt For Only Rs. 1799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Fabric"", ""value""=>""Cotton Fleece""}, {""key""=>""Reversible"", ""value""=>""Yes""}, {""key""=>""Hooded"", ""value""=>""No""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Style Code"", ""value""=>""ABMS14-151-ANTHRA""}, {""value""=>""1 Sweatshirt""}]}"
510,998626f7d4d23095d9c9f0cce2cc03c7,http://www.flipkart.com/absurd-full-sleeve-solid-men-s-sweatshirt/p/itme9ccksbdwtax4?pid=SWSE9CCKH7JFGGZH,Absurd Full Sleeve Solid Men's Sweatshirt,"[""Clothing >> Men's Clothing >> Winter & Seasonal Wear >> Sweatshirts >> Absurd Sweatshirts""]",SWSE9CCKH7JFGGZH,1395,1195,"[""http://img5a.flixcart.com/image/sweatshirt/g/z/h/abms14-133-navy-absurd-xl-original-imae96v6sw65gkqn.jpeg"", ""http://img6a.flixcart.com/image/sweatshirt/g/z/h/abms14-133-navy-absurd-xl-original-imae96v6sw65gkqn.jpeg"", ""http://img6a.flixcart.com/image/sweatshirt/g/z/h/abms14-133-navy-absurd-xl-original-imae96v6vnafw6wj.jpeg"", ""http://img5a.flixcart.com/image/sweatshirt/g/z/h/abms14-133-navy-absurd-m-original-imae96v4zy5kyrnr.jpeg"", ""http://img5a.flixcart.com/image/sweatshirt/g/z/h/abms14-133-navy-absurd-m-original-imae96v6dtzqzxpp.jpeg""]",Absurd Full Sleeve Solid Men's Sweatshirt - Buy Navy Absurd Full Sleeve Solid Men's Sweatshirt For Only Rs. 1395 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Men's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Fabric"", ""value""=>""Cotton Fleece""}, {""key""=>""Reversible"", ""value""=>""No""}, {""key""=>""Hooded"", ""value""=>""No""}, {""key""=>""Sleeve"", ""value""=>""Full Sleeve""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""key""=>""Style Code"", ""value""=>""ABMS14-133-NAVY""}, {""value""=>""1 Sweatshirt""}]}"
511,8f41719e1c212d3155ba539ee3107fce,http://www.flipkart.com/selfcare-soft-comfortable-newly-launched-girl-s-top-pyjama-set/p/itmecxeqm7dux9qf?pid=TMLECXEQ9PJUZGTY,Selfcare Soft & Comfortable Newly Launched Girl's Top - Pyjama Set,"[""Clothing >> Kids' Clothing >> Girls Wear >> Winter & Seasonal Wear >> Thermals >> Selfcare Thermals""]",TMLECXEQ9PJUZGTY,699,319,"[""http://img5a.flixcart.com/image/thermal/r/9/v/120-108-146-selfcare-9-10-years-original-imaecxcd39gfgqnc.jpeg"", ""http://img6a.flixcart.com/image/thermal/r/9/v/120-108-146-selfcare-9-10-years-original-imaecxcd39gfgqnc.jpeg"", ""http://img6a.flixcart.com/image/thermal/r/9/v/96-84-146-selfcare-7-8-years-original-imaecxce7pmuzh2n.jpeg"", ""http://img5a.flixcart.com/image/thermal/r/9/v/120-108-146-selfcare-9-10-years-original-imaecxcdah7jdhph.jpeg""]","Selfcare Soft & Comfortable Newly Launched Girl's Top - Pyjama Set
                         Price: Rs. 319
				
			Selfcare launches thermals for kids. After great customer satisfaction in women thermals last year. We have entered in kids & babies thermals. Ensuring the same old comfort & warmth that Selfcare thermals provided youlast year in womens category. Must try on your kids will love it.
Selfcare launches thermals for kids. After great customer satisfaction in women thermals last year. We have entered in kids & babies thermals. Ensuring the same old comfort & warmth that Selfcare thermals provided youlast year in womens category. Must try on your kids will love it.",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Girl's""}, {""key""=>""Pattern"", ""value""=>""Striped""}, {""key""=>""Type"", ""value""=>""Top - Pyjama Set""}, {""key""=>""Fabric"", ""value""=>""Poly Cotton""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""value""=>""Normal Wash""}, {""key""=>""Style Code"", ""value""=>""146""}, {""value""=>""1 White Thermal Top and Pyjama Set""}]}"
512,0b2088ddaeda6f9a104172defc352c83,http://www.flipkart.com/selfcare-soft-comfortable-newly-launched-girl-s-top-pyjama-set/p/itmecxeqrvjp263w?pid=TMLECXEQGAQXQKDG,Selfcare Soft & Comfortable Newly Launched Girl's Top - Pyjama Set,"[""Clothing >> Kids' Clothing >> Girls Wear >> Winter & Seasonal Wear >> Thermals >> Selfcare Thermals""]",TMLECXEQGAQXQKDG,699,319,"[""http://img6a.flixcart.com/image/thermal/k/d/g/96-84-147-selfcare-7-8-years-original-imaecxcey5fanqzx.jpeg"", ""http://img5a.flixcart.com/image/thermal/k/d/g/120-108-147-selfcare-9-10-years-original-imaecxcdah2yhdsc.jpeg"", ""http://img6a.flixcart.com/image/thermal/k/d/g/144-132-147-selfcare-11-12-years-original-imaecxcdt3gkdf7g.jpeg""]","Selfcare Soft & Comfortable Newly Launched Girl's Top - Pyjama Set
                         Price: Rs. 319
				
			Selfcare launches thermals for kids. After great customer satisfaction in women thermals last year. We have entered in kids & babies thermals. Ensuring the same old comfort & warmth that Selfcare thermals provided youlast year in womens category. Must try on your kids will love it.
Selfcare launches thermals for kids. After great customer satisfaction in women thermals last year. We have entered in kids & babies thermals. Ensuring the same old comfort & warmth that Selfcare thermals provided youlast year in womens category. Must try on your kids will love it.",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Girl's""}, {""key""=>""Pattern"", ""value""=>""Striped""}, {""key""=>""Type"", ""value""=>""Top - Pyjama Set""}, {""key""=>""Fabric"", ""value""=>""Poly Cotton""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""value""=>""Normal Wash""}, {""key""=>""Style Code"", ""value""=>""147""}, {""value""=>""1 Light Grey Thermal Top and Pyjama Set""}]}"
516,5f530f3a96833b2c7b7e6d138845d22d,http://www.flipkart.com/ozel-studio-casual-3-4-sleeve-solid-women-s-top/p/itmdwsevgcpjhthg?pid=TOPDWSEVDWZNKNCC,Ozel Studio Casual 3/4 Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Ozel Studio Tops""]",TOPDWSEVDWZNKNCC,2400,1200,"[""http://img5a.flixcart.com/image/top/z/n/g/t-00134-ozel-studio-s-original-imae5pdfqyhr7nmx.jpeg"", ""http://img6a.flixcart.com/image/top/z/n/g/t-00134-ozel-studio-s-original-imae5pdfqyhr7nmx.jpeg"", ""http://img6a.flixcart.com/image/top/z/n/g/t-00134-ozel-studio-s-original-imae5pdfxevyanh2.jpeg"", ""http://img5a.flixcart.com/image/top/z/n/g/t-00134-ozel-studio-s-original-imae5pdf4yrt2czn.jpeg""]","Ozel Studio Casual 3/4 Sleeve Solid Women's Top
                         Price: Rs. 1,200
				
			3/4th Sleeve cotton top with net on Shoulder by Ozel Studio.
3/4th Sleeve cotton top with net on Shoulder by Ozel Studio.",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Sleeve"", ""value""=>""3/4 Sleeve""}, {""value""=>""Hand wash up to 30 degrees, reshape whilst damp, do not bleach, do not tumble dry, professional dry clean only, cool iron on reverse, dry flat.""}]}"
517,31f655d8cce00660c198924ccb5b3f35,http://www.flipkart.com/ozel-studio-casual-sleeveless-solid-women-s-top/p/itmdxpkd7g23qzw3?pid=TOPDXPKDHFNGTBGU,Ozel Studio Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Ozel Studio Tops""]",TOPDXPKDHFNGTBGU,1190,595,"[""http://img5a.flixcart.com/image/top/z/8/g/t-00222-ozel-studio-l-original-imae5pdfafejgtxg.jpeg"", ""http://img6a.flixcart.com/image/top/z/8/g/t-00222-ozel-studio-l-original-imae5pdfzuthcrzy.jpeg"", ""http://img5a.flixcart.com/image/top/z/8/g/t-00222-ozel-studio-l-original-imae5pdfywhrw9vd.jpeg"", ""http://img6a.flixcart.com/image/top/z/8/g/t-00222-ozel-studio-l-original-imae5pdf3m4bhyjg.jpeg""]",Ozel Studio Casual Sleeveless Solid Women's Top - Buy Off White Ozel Studio Casual Sleeveless Solid Women's Top For Only Rs. 1190 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Fabric"", ""value""=>""Cotton Jersey, Poly Georgette""}, {""key""=>""Neck"", ""value""=>""Round Neck""}, {""key""=>""Sleeve"", ""value""=>""Sleeveless""}, {""value""=>""Hand Wash up to 30 Degrees, Reshape Whilst Damp, Do not Bleach, Do not Tumble Dry, Cool Iron on Reverse, Dry Flat.""}]}"
518,012afb03345b895f4c3619eb4cf5fb4a,http://www.flipkart.com/shopaholic-casual-3-4-sleeve-solid-women-s-top/p/itmed5hsda49ak3r?pid=TOPED5HSCQGYGWPQ,Shopaholic Casual 3/4 Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Shopaholic Tops""]",TOPED5HSCQGYGWPQ,1299,499,"[""http://img5a.flixcart.com/image/top/y/6/d/14099-10-shopaholic-xl-original-imaecf2zyqysqvac.jpeg"", ""http://img6a.flixcart.com/image/top/y/6/d/14099-10-shopaholic-xl-original-imaecf2zyqysqvac.jpeg"", ""http://img6a.flixcart.com/image/top/y/6/d/14099-10-shopaholic-xl-original-imaecf2zcf5emfry.jpeg"", ""http://img5a.flixcart.com/image/top/y/6/d/14099-10-shopaholic-m-original-imaecf2zpfrvjqbm.jpeg"", ""http://img5a.flixcart.com/image/top/y/6/d/14099-10-shopaholic-s-original-imaecf2zh4uqv6ks.jpeg"", ""http://img5a.flixcart.com/image/top/y/6/d/14099-10-shopaholic-l-original-imaecf2zpqrm6zhg.jpeg""]","Shopaholic Casual 3/4 Sleeve Solid Women's Top
                         Price: Rs. 499
				
			This stylish top is a summer wardrobe staple. Team it up with a pair of jeans or jeggings and heels or flat shoes for a chic look
This stylish top is a summer wardrobe staple. Team it up with a pair of jeans or jeggings and heels or flat shoes for a chic look",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Type"", ""value""=>""Top""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Neck"", ""value""=>""V Neck""}, {""key""=>""Sleeve"", ""value""=>""3/4 Sleeve""}, {""key""=>""Belt Included"", ""value""=>""No""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 1""}, {""value""=>""Wash with Similar Colors, Use Detergent for Colors, Normal Hand Wash""}, {""value""=>""Top""}]}"
519,71a309e08631b0775b7f65f3c2aa88ea,http://www.flipkart.com/fashion-flow-women-s-leggings/p/itmedtgphzz7nmcg?pid=LJGEDTGP6EVWQAJW,Fashion Flow+ Women's Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Fashion Flow+ Leggings & Jeggings""]",LJGEDTGP6EVWQAJW,1199,499,"[""http://img5a.flixcart.com/image/legging-jegging/d/g/7/gsfl272-fashion-flow-m-1000x1000-imaecxs5e9hvsdez.jpeg"", ""http://img5a.flixcart.com/image/legging-jegging/d/g/7/gsfl272-fashion-flow-m-original-imaecxs5e9hvsdez.jpeg"", ""http://img5a.flixcart.com/image/legging-jegging/b/f/y/gsfl376-fashion-flow-l-original-imaecxs5ffzz3uyh.jpeg"", ""http://img6a.flixcart.com/image/legging-jegging/m/f/j/gsfl321-fashion-flow-l-original-imaecr44qudxzm9b.jpeg""]","Fashion Flow+ Women's Leggings - Buy Blue, Orange, Blue Fashion Flow+ Women's Leggings For Only Rs. 1199 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com",No rating available,No rating available,brand,"{""product_specification""=>[{""key""=>""Ideal For"", ""value""=>""Women's""}, {""key""=>""Occasion"", ""value""=>""Casual""}, {""key""=>""Pattern"", ""value""=>""Solid""}, {""key""=>""Type"", ""value""=>""Leggings""}, {""key""=>""Fabric"", ""value""=>""Cotton""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 3""}]}"
